"","year","month","date","wave","mort_ratio_dialyse_allcause","mort_ratio_dialyse_covid","mort_ratio_dialyse_cancer_cvd","mort_ratio_transplant_allcause","mort_ratio_transplant_covid","mort_ratio_transplant_cancer","mort_ratio_dialyse_allcause","obs_dialyse_allcause","exp_dialyse_allcause_O_E","smr_dialyse_allcause_O_E","ci_low_dialyse_allcause_O_E","ci_high_dialyse_allcause_O_E","ci_diff_dialyse_allcause_O_E","exp_dialyse_allcause_E","smr_dialyse_allcause_E","ci_low_dialyse_allcause_E","ci_high_dialyse_allcause_E","ci_diff_dialyse_allcause_E","exp_dialyse_allcause_O","smr_dialyse_allcause_O","ci_low_dialyse_allcause_O","ci_high_dialyse_allcause_O","ci_diff_dialyse_allcause_O","mort_ratio_dialyse_covid","obs_dialyse_covid","exp_dialyse_covid_O_E","smr_dialyse_covid_O_E","ci_low_dialyse_covid_O_E","ci_high_dialyse_covid_O_E","ci_diff_dialyse_covid_O_E","exp_dialyse_covid_E","smr_dialyse_covid_E","ci_low_dialyse_covid_E","ci_high_dialyse_covid_E","ci_diff_dialyse_covid_E","exp_dialyse_covid_O","smr_dialyse_covid_O","ci_low_dialyse_covid_O","ci_high_dialyse_covid_O","ci_diff_dialyse_covid_O","mort_ratio_dialyse_cancer_cvd","obs_dialyse_cancer_cvd","exp_dialyse_cancer_cvd_O_E","smr_dialyse_cancer_cvd_O_E","ci_low_dialyse_cancer_cvd_O_E","ci_high_dialyse_cancer_cvd_O_E","ci_diff_dialyse_cancer_cvd_O_E","exp_dialyse_cancer_cvd_E","smr_dialyse_cancer_cvd_E","ci_low_dialyse_cancer_cvd_E","ci_high_dialyse_cancer_cvd_E","ci_diff_dialyse_cancer_cvd_E","exp_dialyse_cancer_cvd_O","smr_dialyse_cancer_cvd_O","ci_low_dialyse_cancer_cvd_O","ci_high_dialyse_cancer_cvd_O","ci_diff_dialyse_cancer_cvd_O","mort_ratio_transplant_allcause","obs_transplant_allcause","exp_transplant_allcause_O_E","smr_transplant_allcause_O_E","ci_low_transplant_allcause_O_E","ci_high_transplant_allcause_O_E","ci_diff_transplant_allcause_O_E","exp_transplant_allcause_E","smr_transplant_allcause_E","ci_low_transplant_allcause_E","ci_high_transplant_allcause_E","ci_diff_transplant_allcause_E","exp_transplant_allcause_O","smr_transplant_allcause_O","ci_low_transplant_allcause_O","ci_high_transplant_allcause_O","ci_diff_transplant_allcause_O","mort_ratio_transplant_covid","obs_transplant_covid","exp_transplant_covid_O_E","smr_transplant_covid_O_E","ci_low_transplant_covid_O_E","ci_high_transplant_covid_O_E","ci_diff_transplant_covid_O_E","exp_transplant_covid_E","smr_transplant_covid_E","ci_low_transplant_covid_E","ci_high_transplant_covid_E","ci_diff_transplant_covid_E","exp_transplant_covid_O","smr_transplant_covid_O","ci_low_transplant_covid_O","ci_high_transplant_covid_O","ci_diff_transplant_covid_O","obs_transplant_cancer_cvd","exp_transplant_cancer_cvd_O_E","smr_transplant_cancer_cvd_O_E","ci_low_transplant_cancer_cvd_O_E","ci_high_transplant_cancer_cvd_O_E","ci_diff_transplant_cancer_cvd_O_E","exp_transplant_cancer_cvd_E","smr_transplant_cancer_cvd_E","ci_low_transplant_cancer_cvd_E","ci_high_transplant_cancer_cvd_E","ci_diff_transplant_cancer_cvd_E","exp_transplant_cancer_cvd_O","smr_transplant_cancer_cvd_O","ci_low_transplant_cancer_cvd_O","ci_high_transplant_cancer_cvd_O","ci_diff_transplant_cancer_cvd_O"
"11",2016,11,2016-11-01,"no covid period",0.0153348100187425,NA,0.00596353722951099,0.00214041095890411,NA,NA,0.0153348100187425,90,17.0440519310122,5.22,4.22,6.31,1.047,17.0440519310122,5.22,5.1,5.32,0.109,17.0440519310122,5.22,4.22,6.34,1.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00596353722951099,35,9.61166640339022,3.43,2.28,4.67,1.193,9.61166640339022,3.43,3.33,3.52,0.094,9.61166640339022,3.43,2.18,4.79,1.301,0.00214041095890411,15,5.37930294238588,2.79,1.49,4.26,1.388,5.37930294238588,2.79,2.72,2.86,0.07,5.37930294238588,2.79,1.49,4.28,1.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",2016,12,2016-12-01,"no covid period",0.0188002050931465,NA,0.00683643821568963,0.00212344280860702,NA,NA,0.0188002050931465,110,18.8453619405423,5.84,4.76,6.88,1.056,18.8453619405423,5.84,5.71,5.93,0.113,18.8453619405423,5.84,4.83,6.9,1.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00683643821568963,40,9.97013829916533,4.21,2.98,5.5,1.264,9.97013829916533,4.21,4.1,4.32,0.11,9.97013829916533,4.21,2.91,5.52,1.304,0.00212344280860702,15,5.99495784870131,2.5,1.33,3.79,1.23,5.99495784870131,2.5,2.44,2.56,0.061,5.99495784870131,2.5,1.33,3.84,1.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",2017,1,2017-01-01,"no covid period",0.0188841201716738,NA,0.00772532188841202,0.00211148648648649,NA,NA,0.0188841201716738,110,22.0284846432134,5.04,4.08,6.01,0.965,22.0284846432134,5.04,4.94,5.12,0.088,22.0284846432134,5.04,4.09,5.95,0.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00772532188841202,45,11.0001484497337,3.91,2.87,5.12,1.126,11.0001484497337,3.91,3.81,4,0.096,11.0001484497337,3.91,2.82,5.09,1.137,0.00211148648648649,15,6.57863939554897,2.58,1.4,3.92,1.261,6.57863939554897,2.58,2.53,2.64,0.057,6.57863939554897,2.58,1.52,3.8,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",2017,2,2017-02-01,"no covid period",0.0111933872912003,NA,0.00516617874978474,0.00210172341319882,NA,NA,0.0111933872912003,65,18.7591078620932,3.57,2.74,4.48,0.874,18.7591078620932,3.57,3.5,3.63,0.069,18.7591078620932,3.57,2.72,4.42,0.853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00516617874978474,30,9.63174586295949,2.91,1.92,3.99,1.036,9.63174586295949,2.91,2.83,2.98,0.076,9.63174586295949,2.91,1.97,3.95,0.988,0.00210172341319882,15,5.87294030883193,2.38,1.2,3.73,1.262,5.87294030883193,2.38,2.33,2.44,0.057,5.87294030883193,2.38,1.19,3.75,1.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2017,3,2017-03-01,"no covid period",0.0172146668961956,NA,0.00602513341366845,0.00278396436525613,NA,0.00139198218262806,0.0172146668961956,100,17.6350767070464,5.56,4.44,6.64,1.1,17.6350767070464,5.56,5.43,5.66,0.115,17.6350767070464,5.56,4.37,6.69,1.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00602513341366845,35,9.72631980053485,3.5,2.39,4.55,1.079,9.72631980053485,3.5,3.4,3.59,0.096,9.72631980053485,3.5,2.36,4.63,1.131,0.00278396436525613,20,5.84319638943102,3.08,1.87,4.47,1.299,5.84319638943102,3.08,3,3.15,0.072,5.84319638943102,3.08,1.71,4.62,1.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3.79827876950517,2.63,1.06,4.46,1.702,3.79827876950517,2.63,2.54,2.7,0.084,3.79827876950517,2.63,1.05,4.48,1.711
"16",2017,4,2017-04-01,"no covid period",0.0138026224982747,NA,0.00690131124913734,0.0027708506511499,NA,NA,0.0138026224982747,80,15.7525220537545,4.95,3.87,6.07,1.097,15.7525220537545,4.95,4.83,5.05,0.109,15.7525220537545,4.95,3.81,6.09,1.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00690131124913734,40,8.98064657965968,4.23,2.8,5.51,1.358,8.98064657965968,4.23,4.11,4.34,0.118,8.98064657965968,4.23,2.9,5.68,1.393,0.0027708506511499,20,5.48378063621429,3.28,1.92,4.81,1.443,5.48378063621429,3.28,3.2,3.36,0.08,5.48378063621429,3.28,1.82,4.92,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2017,5,2017-05-01,"no covid period",0.012075211316198,NA,0.00431257547007073,0.00345113197128658,NA,0.00138045278851463,0.012075211316198,70,16.5409740464541,4.23,3.25,5.14,0.944,16.5409740464541,4.23,4.14,4.31,0.082,16.5409740464541,4.23,3.33,5.2,0.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00431257547007073,25,9.34819928182113,2.67,1.7,3.77,1.035,9.34819928182113,2.67,2.6,2.74,0.074,9.34819928182113,2.67,1.71,3.74,1.016,0.00345113197128658,25,5.75735236605431,4.34,2.74,6.02,1.641,5.75735236605431,4.34,4.23,4.44,0.106,5.75735236605431,4.34,2.78,6.08,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3.74195824428278,2.94,1.34,4.67,1.665,3.74195824428278,2.94,2.85,3.03,0.09,3.74195824428278,2.94,1.34,4.54,1.603
"18",2017,6,2017-06-01,"no covid period",0.0129332643559234,NA,0.00344887049491292,0.00275065328015404,NA,NA,0.0129332643559234,75,15.1362444810713,4.82,3.71,5.91,1.096,15.1362444810713,4.82,4.71,4.92,0.108,15.1362444810713,4.82,3.77,5.95,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00344887049491292,20,8.56064632205627,2.57,1.54,3.64,1.048,8.56064632205627,2.57,2.49,2.64,0.074,8.56064632205627,2.57,1.52,3.62,1.051,0.00275065328015404,20,5.38814840631839,3.34,1.85,4.82,1.486,5.38814840631839,3.34,3.25,3.43,0.088,5.38814840631839,3.34,2.04,4.83,1.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2017,7,2017-07-01,"no covid period",0.0155172413793103,NA,0.00689655172413793,0.00205423171733772,NA,NA,0.0155172413793103,90,15.3434687100974,5.74,4.63,6.98,1.173,15.3434687100974,5.74,5.59,5.84,0.129,15.3434687100974,5.74,4.63,6.84,1.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00689655172413793,40,8.70449068472435,4.37,2.97,5.65,1.341,8.70449068472435,4.37,4.23,4.49,0.129,8.70449068472435,4.37,3.1,5.74,1.321,0.00205423171733772,15,5.53060206730553,3.07,1.77,4.48,1.357,5.53060206730553,3.07,2.98,3.13,0.077,5.53060206730553,3.07,1.63,4.52,1.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2017,8,2017-08-01,"no covid period",0.0146982535016427,NA,0.00518761888293273,0.00272479564032697,NA,NA,0.0146982535016427,85,15.024657237344,5.59,4.44,6.72,1.144,15.024657237344,5.59,5.45,5.7,0.125,15.024657237344,5.59,4.46,6.79,1.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00518761888293273,30,8.61942599000387,3.71,2.53,5.1,1.282,8.61942599000387,3.71,3.6,3.82,0.106,8.61942599000387,3.71,2.55,4.99,1.22,0.00272479564032697,20,5.50442364216346,3.45,2,5,1.5,5.50442364216346,3.45,3.36,3.53,0.086,5.50442364216346,3.45,2,5.09,1.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
